symbol,price,prev_close,open,high,low,ts_ms,source,error,category
QQQ,626.24,627.17,627.27,629.47,623.695,1768338000000,finnhub,,CORE
DIA,491.94,495.9,495.55,495.96,490.63,1768338000000,finnhub,,CORE
IWM,261.35,261.5,262.405,262.885,260.46,1768338000000,finnhub,,CORE
VIX,,,,,,,,no_price,CORE
PGR,205.06,216.5,215.22,215.99,204.46,1768338000000,finnhub,,CORE
BRT,14.7,14.79,14.74,14.785,14.5407,1768338000000,finnhub,,CORE
STAG,,,,,,,,http 429,CORE
ADT,,,,,,,,http 429,CORE
XRAY,,,,,,,,http 429,CORE
VSNT,,,,,,,,http 429,CORE
ZYME,,,,,,,,http 429,CORE
CBT,,,,,,,,http 429,CORE
TRC,,,,,,,,http 429,CORE
MAIN,,,,,,,,http 429,CORE
SWX,,,,,,,,http 429,CORE
PRAX,,,,,,,,http 429,CORE
RL,366.11,363.25,362.23,371.5,362.05,1768338000000,finnhub,,CORE
LSTA,2.13,2.08,2.08,2.13,2.02,1768338000000,finnhub,,CORE
STLD,169.84,169.35,170.13,172.13,169.17,1768338000000,finnhub,,CORE
COMM,19.58,19.04,19.655,19.765,19.1,1768338000000,finnhub,,CORE
HTGC,18.53,18.67,18.72,18.7374,18.49,1768338000000,finnhub,,CORE
COCP,1.09,1.11,1.14,1.15,1.09,1768338000000,finnhub,,CORE
LQDA,38.09,36.6,36.8,39.29,35.28,1768338000000,finnhub,,CORE
EHAB,10.95,10.19,11.11,11.27,10.77,1768338000000,finnhub,,CORE
AM,17.71,17.55,17.56,17.82,17.56,1768338000000,finnhub,,CORE
LEG,12.31,12.24,12.21,12.34,12.1201,1768338000000,finnhub,,CORE
ABM,44.27,44.48,44.25,44.61,43.755,1768338000000,finnhub,,CORE
TENX,15.05,14.7,14.85,15.58,14.3,1768338000000,finnhub,,CORE
ZS,216.845,216.63,216.53,219.58,212.5001,1768338000000,finnhub,,CORE
CRM,241.06,259.4,257.66,260.91,240.355,1768338000000,finnhub,,ADDON_RANDOM
RTX,194.08,193.85,195.62,197.55,193.0,1768338000000,finnhub,,ADDON_RANDOM
ABNB,140.07,138.51,138.14,140.19,136.5,1768338000000,finnhub,,ADDON_RANDOM
F,13.98,14.03,14.055,14.13,13.96,1768338000000,finnhub,,ADDON_RANDOM
SQ,,,,,,,,no_price,ADDON_RANDOM
C,116.3,117.7,117.72,118.23,115.54,1768338000000,finnhub,,ADDON_RANDOM
T,23.3,23.74,23.69,23.75,23.19,1768338000000,finnhub,,ADDON_RANDOM
